	id	sentence1	sentence2	similarity
1364	401739e0cb753efbf18c6532a	A sheep standing in a mountainous area.	A large sheep standing on a hill.	4.4
7276	4bd4f24c1168ed16717485307	A woman is slicing garlics.	A woman is slicing an onion.	2.2
439	ae83c293c722a0efa193ec9f8	A man lays on the ground and aims a rifle.	A man is spreading butter on a tortilla.	0.0
7466	219d90ba3068bd01c715247c9	A cat gets stuck on a moving ceiling fan.	A cat is swinging on a fan.	4.2
4288	194d21cb585e2c65955bdf6f1	Wall Street Opens Lower	Wall Street Ends Mixed	2.0
4817	c00874eabba291df83e7931d5	Bomb explodes at Greek shopping mall, two people injured	Bomb explodes at Athens shopping mall, 2 wounded	4.4
5850	5891a701b8c067998ae3b3f35	A man is screwing wood to a wall.	A man is giving a woman a massage.	0.2
3898	3a1e1f1ec0d144b1b30917ed1	Islamist Morsi Wins Egypt's Presidential Election	Al-Shater to run in presidential election in Egypt	1.0
5658	44f623e56c7eda2392b7bdd54	US House Republicans elect Paul Ryan as speaker	US House Republicans eye reluctant Ryan for speaker	3.0
7219	99be908161f8c9a2474c69937	Pakistani Taliban chief Hakimullah Mehsud killed in drone strike	Pakistani Taliban 'elect new chief', vow 'unprecedented' revenge	1.2
2509	acf38b457420a0ab301e261e4	Only 29 families of frogs are known and most were identified and described in the mid-1800s and the last in 1926.	Only 29 families of frogs are known, most of which were named by the mid-1800s.	3.8
6128	3fcd98bc80528059307edfb6c	Kids playing ball in the park.	Two dogs playing by the shore.	0.6
220	7c0c22e70570959a3a7d740b0	Someone is slicing an onion.	Someoen is peeling a potato.	1.0
4562	ce2bbcc51e612c1e5473216d0	Insiders Reveal 2012 Election Secrets	All Eyes on Capriles as Venezuela Election Set	1.2
4449	4101be29cb720dc8dea13500e	Man arrested after police officer shot in Leeds	Navy panel urges ouster of officer who faked death	0.4
6837	37c3ddce8a422da4b5426da38	Neither Iowa State athletic director Bruce Van De Velde nor Morgan could be reached for comment.	Iowa State athletic director Bruce Van de Velde would not confirm an offer was made to Lebo.	2.8
5403	ed430dd45269ecb047a6e8747	Tokyo stocks close up 0.13pc	Tokyo stocks close 0.75pc down	1.8
6717	9df5858e50886220578ba82f2	As I remember, in Geneva at least, there are open air markets on a weekly basis.	This page list all the big Christmas markets in Switzerland.	2.0
6713	7857b6d33fc8fd2f7ebd62ba9	It was random that she faced Li Na in the first round - not because she's seeded/ranked #127.	This was too long for a comment, so I am posting it as a CW-answer.	0.0
1932	c75b4c542158911ac6de789fd	Two people holding hands and walking in a field.	Two men walking past a mural of a car.	1.2
1142	ca38e3ee30c1bce3ec009c4e2	Group of people sitting at table with drinks.	four people sitting at a table.	3.0
2636	9fa6771e936d2c06609261e82	Indonesia's army has often been accused of human rights abuses during GAM's battle for independence, charges it has generally denied while accusing the separatists of committing rights violations.	Indonesia's army has been accused of human rights abuses during its earlier battles with GAM, charges it has generally denied.	3.25
7723	6ed492e70a341ba6c4b6d8e98	A pitcher on a mound throws a baseball.	A boy in the middle of a pitch at a baseball game.	3.4
763	4134be234b8a2d92bc2bb974d	The man danced in the diner.	The bomb exploded in the desert.	0.0
4393	0bed2a04737fbd65e0f432424	George W. Bush warns against bitter immigration debate	George W Bush weighs into immigration debate	3.0
3734	a703d9c09f349e589ae4c1e77	signing of the agreement is a peripheral issue of the meeting of chiefs of defense staff from the 26 ally countries of nato. 	the agreement was signed during a regular meeting of chiefs of defense staff from the 26 nato allies.	3.0
6573	8f8716abb915845d181957672	Turtles love eating goldfish and lots of things that fit into their mouths.	First, the turtles are eating the fish because fish are food, not friends.	2.8
6217	ff1ae2cde047f15034fa9f52c	The black and brown dog is playing in the yard.	The black and tan dog is chasing something he has spotted.	2.4
4452	0a4c987baf8f0e3c57885ee36	Google launches internet-beaming balloons	Google 'are playing international tax game'	1.0
6154	7192c294558ccaf607b574bb8	a wet black dog with a red collar is in the river	A black dog with a red collar wading through the water.	4.0
3226	e84c18ee9f814506c95fa8dcb	The broad Standard & Poor's 500 Index .SPX gained 19.72 points, or 1.98 percent, to 1,015.69.	The Dow Jones industrial average .DJI jumped 2.09 percent, while the Standard & Poor's 500 Index .SPX leapt 2.23 percent.	3.0
179	965c0478a9208819ea4487fb0	A man is running.	A man is running down a road.	3.5
3395	8f4a9a18df1cf1b104a98dcb9	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.	The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.	0.6
3135	b4f6463aff5d59d2cbb389cc4	"Is it in the food supply?"" says David Ropeik, director of risk communication at the Harvard Center for Risk Analysis."	"""It's not zero,"" said David Ropeik, director of risk communication at the Harvard Center for Risk Analysis."	1.75
7861	396bb88cf72dcdb93418b28f5	A group of kids are having a jumping contest.	A group of kids are having a sleepover.	1.2
2167	078b6a72d2e900b1ceedc3020	We're talking about angels and common pins again, right?	@Lustig Andrei, We're talking about angels and common pins again, right?	4.8
5017	35611e0db7bb95f4d4070de59	Greek far-right leader imprisoned pending trial	Greek Far-Right Leader Imprisoned Pending Trial	5.0
3071	7b1b14cfe4f207092c5ebc018	Sequent representatives could not immediately be reached for comment on the SCO announcement.	A spokesman for SCO could not be reached for comment this afternoon.	3.8
5251	14da70b1eee969bd49b2759c4	Workers killed in India building collapse	76 killed in Bangladesh building collapse	3.0
1261	110997aae20d59a229a1f99ed	Ten sheep looking at the camera.	A cat on its back looking at the camera.	1.2
2137	06669de2e08025584ef6650b5	Do you notice the nonsensical things you are saying?	And to be fair, do you notice the nonsensical things you are saying?	4.57142857142857
7667	33a4eaf749d6d8a5f119da8d1	The two dogs are playing in the yard.	Two dogs are playing on the grass.	4.6
7686	8a6f37ad3a705b22c692f712e	Two brown dogs runs through the water.	Two brown dogs running through water.	4.6
5845	ff5286a354b6bebe769804592	A woman is riding a horse along a perimeter.	A dog is riding a skateboard.	0.6
6963	2950ec81fd704f1cdf97e793d	Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).	Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.	3.25
3326	80cee73b994a2313f70189078	The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.	The $85 million agreement was reached in September, less than two months after Archbishop Sean O'Malley took over as leader of the nation's fourth-largest diocese.	3.0
8248	69a8c978ad61afc445ef94f17	U.S. troops encountered no resistance during the five-hour sweep near Tikrit, Saddam Hussein's hometown and the center of a region of Baath Party supporters.	Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials.	2.25
1557	173dbd16e1cf8362c497508b3	A dog swimming with a stick in it's mouth.	Dog swimming in the water with a stick in its mouth.	5.0
3155	2dda0b450910ce24635bbcf87	Both devices implement the v1.2 standard's eSCO facility to provide the basis for new cordless telephony applications.	BlueCore3 also implements v1.2's eSCO facility to provide the basis for advanced cordless telephony applications for Bluetooth transmission.	3.25
5358	908180f75274aa390722222a9	Los Angeles airport worker charged with making 9/11 threats	Los Angeles airport worker charged over 9/11 threats	5.0
7255	9bf810bfb8553378a13cf1cb5	A man is riding an electric bicycle.	A man is riding a bicycle.	3.5
3143	f87d79946461361ecbca0d023	Dealers said the single currency's downward momentum against the dollar could pick up speed if it broke below $1.15.	Dealers said the euro's downward momentum may pick up speed should it break below $1.15.	3.6
8519	61ef7a5edacde8d1749d5f4a3	Malala, Snowden, Belarusians Short-Listed For Sakharov Prize	Fugitive Snowden short-listed for European rights prize	3.6
2728	444e5b4208974b6095b1da763	She said Jane Doe's lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena.	Jane Doe, deciding to fight the subpoena, asked Verizon to withhold her name.	3.6
1564	1dd67b81a033ee30a9ed77a57	The tan dog runs through the leaves.	The white dog runs through the ocean.	1.8
63	9d1eb15aae116ab9ecb5b581b	A man is riding a motorcycle.	A man is riding a horse.	1.4
2417	cbfcfce4a4dc8bdee405b1f66	lol Looking forward to seeing your built-in's!	Look forward to seeing it!	1.8
8296	f824ca5b38373533f3b57e5e1	MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.	Nvidia will take advantage of MediaQ customers, which include such players as Siemens AG, Sharp, Philips, Dell, Mitsubishi and Sony Corp.	3.0
6781	7c1790b586a29c5f2e649dae3	Freeman's civil hearing may be, on the surface, about a driver's license.	Freeman said not having a driver license has been a burden.	1.75
6493	6bdd946958b272fa82193f2ca	Simple answer is yes, flower shoots on lettuce is a sure sign of bolting.	It appears as though it has likely started to bolt.	3.2
6241	b3c32df2bbcf95894dbd6eb3d	A skateboarder jumps off the stairs.	A dog jumps off the stairs.	0.8
7522	e4de0d12aea9f48ee09ebca32	a close up head of an ostrich.	A close up of an ostrich face.	4.4
3797	39dde1ae3e4168a059a90e833	Gunman kills 6 in shooting at Wisconsin Sikh temple	Gunman kills six in shooting at Sikh temple in Wisconsin	5.0
2533	7917d7ed29a594d0c2a76979e	Dotson, 21, was arrested and charged on July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.	Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him, according to the arrest warrant affidavit.	4.25
3205	5411d07626afc441c9ba215e1	"""This is an easy case in my view and wholly without merit, both factually and legally."""	"""This case is wholly without merit, both factually and legally,"" Judge Denny Chin scoffed."	3.25
4928	a4b863c9a596d4c19b18e9a75	Spanish train crash driver to be questioned	Spanish train driver Garzon to be questioned by judge	3.8
4912	0872d579b253cdd2fbfd472f0	At Least 66 Killed in Bomb Blasts in Iraq	At Least 47 Killed In Baquba Blasts	2.2
4349	06258dde337e6fb13cf8ff21e	6.8 quake strikes off Solomon Islands	Magnitude 6.3 quake strikes off Solomon Islands: USGS	3.2
5881	537c408dfae460e5732df1641	A woman is cutting broccoli.	A woman is slicing broccoli.	5.0
5444	e4b703191f5ba590381f40ad4	FBI audio expert testifies in Zimmerman trial	Jury selection begins in Zimmerman's trial	1.4
8561	992a3aa59192c66b08df45d62	Beaten Florida teen released in Israel	Palestinian teen dies of wounds sustained in Israeli shooting	0.4
3732	7e6f6c74ffb86be4909a7e5f2	lugar and nunn are senators. 	lugar and nunn awarded the prime minister a medal.	1.8
4739	532effc9b2b61494dc8625cb8	Imran to contest from four NA seats	Imran Khan to contest elections from four NA seats	4.75
8199	053a7ba8246044be4606ad3e8	Bolivia's army fought to stop columns of protesters from streaming into the food-starved capital on Wednesday as a popular uprising against the president spread.	Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread.	2.8
1431	c10c713cfc8e8fe6385d982c9	A small bird on a tiny branch.	A small bird perched on an icy branch.	3.0
5237	868b04eb05fba9bad9145e927	Russia Warns It May Not Sign Landmark UN Arms Treaty	UN closes in on landmark arms treaty	1.6
6051	f494bf8bcd0d2387924282ca1	A kitchen with wood cabinets and dining table.	A kitchen with wooden cabinets and furniture.	4.4
1178	2e5a0e47fcf3ec97ace3f6d2f	A woman in a black bikini top and jeans.	A woman in a black hat is standing by the subway.	1.0
1138	e9eedec0eda34b3143ec0c32d	A women sitting in a chair at Christmas holding make up.	A train sitting on the tracks in a train yard.	0.0
5706	6d8e251917050a7523ba1286e	Nepal earthquake death toll surpasses 7,000	Death toll in Nepal earthquake tops 8,000	3.0
2689	17645258029125715abd1deb9	Five more human cases of West Nile virus, were reported by the Mesa County Health Department on Wednesday.	As of this week, 103 human West Nile cases in 45 counties had been reported to the health department.	2.6
1549	029859dcc05fe4c0e502c006f	A woman in a black shirt stands in front of bananas at a fruit stand.	a woman wearing black stands in front of a pickup truck.	2.4
4420	acd23e01a0cee629025a909e1	China stocks close higher after economic meeting	China stocks close higher on Wednesday	3.4
6020	2fd4877b90121d7d21824c29b	The black and brown cow is looking at the camera.	The black and white bull is looking at the camera.	3.6
482	fa8e26a469e8c4aa9129a1c2c	The hedgehog chewed on the towel.	A hedgehog is biting at a blanket.	3.4
135	7581f68db1078aaf2182d1e4a	The puppy played with a blue tennis ball.	A puppy is playing with a tennis ball.	4.0
2148	c60b2d7b53b5bdee23a1fbaf7	Nixon, Ford and Carter shut down the oilfields?	No has has shut down the oil fields.	2.0
1462	2a24f87c3d271e40786df52fa	A television in a messy room with several bookcases.	A room with a television, stereo and bookshelf.	3.2
4918	3f49442dd09b5011e21a28023	Pakistan releases top Afghan Taliban prisoner	Pakistan releases seven Afghan Taliban fighters	3.6
4885	c95545ec8a70b55f98f22f044	Apple shares hit hard on iPhone disappointment	Apple stock plunges 11% after earnings disappointment	3.2
5918	6ae3ba6f0330280084a029277	Someone is pouring chicken broth into a pot.	The man is pouring broth into the pot.	3.75
2427	ae54f416111c949fc983c94e1	If God does not exist can anything be morally wrong?	I ask again if God does not exist can anything be morally wrong?	5.0
6965	18e48c48b8d05068d4c6a6437	That took the benchmark 10-year note US10YT=RR down 9/32, its yield rising to 3.37 percent from 3.34 percent late on Thursday.	That saw the benchmark 10-year note US10YT=RR slip 5/32 in price, taking its yield to 3.36 percent from 3.34 percent late on Thursday.	3.417
5216	97d32599aa75727cae748b0b5	Cricket-England v Australia fourth test scoreboard	Cricket-England 155-4 v Australia, fourth test - tea	4.0
2246	cbb1eedb68877b2051bfd0508	Mann's work was all about math.	Mann's work and the HS was all about Tree rings.	1.6
7930	32a4bdec09e3e3c5b854d9b26	You just have to base your answer on what you do know, which is what you want.	It is his job to see that you have what you need to do your job.	0.0
5512	6738edf89fb0da670e03d5f52	Ehud Olmert, former Israeli prime minister, sentenced to six years in jail for corruption	Ehud Olmert sentenced to six years in Israel	3.8
3140	880654881d97f1eeff5d36d62	Such a step could put the issue before the UN Security Council.	The matter could then be sent to the U.N. Security Council.	2.8
5818	aeb828b2d3ad0c45fbc2c9574	A man shoots a man.	A man with a pistol shoots another man.	4.25
8197	117f42e0b49a1b1ad755c6abd	U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them.	The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.	3.5
1566	8f75323b0638ed4f1cc358d02	A black and white dog is carrying a stick in its mouth.	The black and white dog has a stick in his paws.	3.0
116	088a52f216d8eaf4fcf8d40ad	A woman is flipping pancakes.	A cartoon chef is flipping pancakes.	2.533
276	8eaff506f8b38f7049872d219	A  man is dancing.	A man is riding a horse.	0.8
3852	0c239aa3513f9f8cde089b48a	Gusmao consolidates power in East Timor elections	Supreme Court possibilities if Romney wins election	0.0
7121	488411cf128fd61c38c03e343	Hospital: 61 killed in Venezuela prison riot	Dozens reported killed in Venezuela prison riot	2.6
4416	09d0ead35c9695488d95075fe	US Senate approves fiscal cliff deal	"It's official: Deal reached on ""fiscal cliff"""	3.4
4923	36223476eb1840e2aa2f538aa	Somalia's Shebab claims responsibility for Nairobi mall attack	Syrian rebels claim responsibility for killings in Lebanon	1.2
7271	d06a435ba568a6354f0ba7102	Two zebras play in an open field.	Two zebras are playing in a field.	4.2
3981	667694e46f1fc8bc2442cfcf9	American Airlines and Pilots Agree on a New Contract	Romney pledges to 'stand with Israel' on Iran threat	0.0
3206	00c34e863ffdcf616aeb7c250	The weather service reported maximum sustained winds of nearly 105 miles an hour with stronger gusts.	Maximum sustained winds were around 40 mph, with stronger gusts.	2.25
1252	c848e371a6f0bde71456b8775	The bird is sitting on the branch.	The sheep is standing under the trees.	0.0
2387	d9fd3257a6de777628967fc5e	I have seen UFO over Warsaw in the past.	Respectfully submitted, Steve I have seen UFO over Warsaw in the past.	4.0
3208	1ac08519673e8fd194cca0d32	MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found.	DRINKING green tea can dramatically reduce the risk of men contracting prostate cancer, a study by Australian researchers has discovered.	4.25
6826	4359ce69892472d414e114c8b	A former candidate for governor of New York, he styled himself an advocate of better corporate governance.	Mr. McCall, who ran unsuccessfully for governor of New York in 2002, styled himself an advocate of better corporate governance.	3.25
1146	55feb346e5aa8d3bfcaa01168	Yellow striped cat resting on blue sofa.	An orange tabby cat sleeping on the sofa.	4.0
2796	8ac75875720f395539739fb7d	"""But that does not clear them of the obligation to do everything possible to protect civilians, and that is not what we're seeing."""	"""But that does not clear them of the responsibility to do everything possible to minimize civilian harm."""	3.4
6368	f35ba280e3a4e4ba2464c6b08	A pair of men walk along the beach.	Two men standing in the surf on a beach.	2.6
4623	5db9243a9e3356ff584ffdfdc	Moderate tremor in the Central Mediterranean	Iran: Moderate candidate wins presidential vote	0.0
5627	0d4c88546ee236ddba8931ef3	Jordan elected to take Saudi seat on UN Security Council	Jordan elected to UN security council seat that Saudi Arabia rejected	3.0
6960	a5b4b9c268c3a80b985c007ca	The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.	The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.	2.0
2284	b39201cca5ec15b61b520dae3	to repeat: They are NOT as sovereign as they were before.	They are NOT as sovereign as they were before.	4.5
2552	b46b273e5da04e9ae8d503ee4	The SIA says the DRAM market is expected to grow 2.9 percent to $15.7 billion in 2003 and 43 percent to $22.5 billion in 2004.	The Americas market will decline 2.1 percent to $30.6 billion in 2003, and then grow 15.7 percent to $35.4 billion in 2004.	1.2
913	40923a9a7452ef061cd614384	A person is stirring rice.	A woman is cracking an egg.	1.0
4378	8967d8bc6316e1b0b38a70a5e	Man Who Set Himself on Fire on National Mall Dies of Injuries	Man 'who set himself ablaze' on National Mall dies	5.0
572	677018d3f6459f8458de53c7d	A woman is adding oil to a pan.	A man is pouring oil into a pan.	3.0
1285	ace75c06d2644bfb52fb560c2	A dining table with candles, wine, and a teapot.	A wooden table is set with candles, wine, and a purple plastic bowl.	3.0
3627	99f21a298f10594d6e589827c	illegal arms trafficking increases in kenya due to easy availability and neighboring conflicts. 	illegal arms trafficking has increased in kenya and raised concern about security.	3.2
4265	4cf87546b6f82925ac82df186	Obama's poll rating drops in boost for Republican rivals	Obama's big Hispanic win worries Republicans	1.0
8434	52225bae794ca89a3ceac6f1c	Not a good beginning: Hollande's plane hit by lightning en route to Berlin	French President Francois Hollande's plane hit by lightning en route to Berlin	4.4
6053	befd66ce378c454070686f457	Two boys sit facing one another at a table and one points at the other.	Two people sit facing each other at a table as one points at the other.	4.4
6266	c92aa6ea43ded007a09e29ca7	A man playing the violin in the rain.	A man playing the guitar in the rain.	3.2
6425	021ffaa40dafe5ebd327c32dd	The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.	From an article entitled Can You Call a 9-Year-Old a Psychopath?	1.8
8393	666c1ae37862cb15642ac6434	Iran, powers set for high-stakes nuclear talks	U.S., Iran prepare for Istanbul nuclear talks	3.2
3570	d2bfe161f2ac7dffad5842fdf	the united states and the allies of the united states believe iran is pursuing nuclear arms. 	the united states and some european nations believe that iran's nuclear projects are for the purpose of making nuclear weapons.	3.8
744	0dc04026d269dec889344e267	A man is eating wood.	A man is adding oil to car.	0.5
7966	bb3034e1533043b4b4d1123a1	You don't need to know everything.	You don't have to know.	3.0
7414	f5ab7a25212edd43cbb7898ae	A little boy hits a golf ball.	The little boy swung at the golf ball.	4.0
6706	36d0f26fcb4c843f71ce7fabd	Actually, it's much more easier to count the one NOT on the same continent.	That is also the recommended strategy for marathons, if you are going for time.	0.0
4078	e5178d598b294debdf19ccc17	6 NATO troops killed in Afghanistan IED attack	6 NATO troops killed in Afghanistan	3.8
1409	4b3c02461e15467ba1b17b09b	View of a living room with a dining room in the background.	A living room with large sofas and a dining table in the background.	3.8
7627	3a2176a98c17a65ca33d7ad44	A black and white photo of a love seat.	Black and white photo of couch with purse at one end.	3.4
4660	90bf64ff0f4071791c9de00fe	Syria Regime Agrees to Attend Peace Conference	Syria, opposition agree 'in principle' to attend peace conference	3.0
5846	e552c5e857abfeeff0b769667	A woman is putting her baby in a waste bin.	The woman is poking holes in the potato.	0.0
5890	bb4435df5292c5582bb142d61	A man dives into a pool.	A man dives into a swimming pool.	5.0
7827	4ba9a5c15d6d6b07a44254cde	A group of people are wearing police uniforms conducting an arrest.	A group of police officers are wearing protection.	2.8
1330	a6e819f9958981b204737ddd9	Tan cow with ear tags on a grassy field.	Person in grassy field tending to sheep.	1.2
8252	e70f249fe7aff9707f99cdd4c	Yucaipa owned Dominick's before selling the chain to Safeway in 1998 for $2.5 billion.	Yucaipa bought Dominick's in 1995 for $693 million and sold it to Safeway for $1.8 billion in 1998.	2.6
5084	422c0b939bb270dd8fa40e315	Twelve killed in bomb blast on Pakistani train	Five killed by bomb blast in East India	1.0
2043	df837d69a1e2c50c86d2d1668	their vast properties are protected by the govt.	their great wealth is protected by the govt.	3.2
2658	f9cad2e8925231e2ad288bf8e	His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas.	Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented.	3.8
5432	7ccb6db0fd362a72cf38cbfb5	Australian PM Kevin Rudd calls election for 7 September	Australian PM Rudd calls Sept. 7 poll	4.6
8577	922284c1913f8640efdbc47ee	Death toll 'rises to 17' after typhoon strikes Japan	Death Toll Rises to 84 in Pakistan Floods	1.2
1834	2da8567b7454ead796f0befc9	A large black and white dog is swimming in the water.	A black and white dog with a stick is in muddy water.	3.6
6731	742e6516defc1a7ca3a40f062	"There is nothing wrong with the phrase ""simple sample service""."	"The minimal change needed to avoid disconcerting alliteration is to just call it a ""simple example service""."	3.4
7113	532d737b0ceadb35b04331855	Ukrainian Prime Minister Azarov and entire government resign	Ukrainian officials barred from Canada as protests continue	1.2
224	2250767a7daabbac6dee3c6a6	A woman is dancing.	A woman is kneading dough.	0.4
1687	7f565d6a348be805d8d28382d	The smiling woman at the beach is buried in seaweed.	A girl in a cowboy hat with a sheep on a leash.	1.0
6286	b2b5278bd665b8f4d8c2761e8	A little boy is drinking from a juice packet.	A boy is drinking from a juice packet.	4.8
3674	bda2835aece8b2e016565eac2	in september 2007 jordan signed an accord with the united states aimed at supporting the peaceful development of the jordan's nascent nuclear program. 	in september 2007 the united states signed an accord with jordan aimed at supporting the peaceful development of jodran's new nuclear program.	4.6
8346	8580a7ede5817972351f32879	The industry's largest association is urging its members not call the more than 50 million home and cellular numbers on the list.	Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.	3.2
5101	c1e3b4cdda6ca3a27e9a02595	Canada train plot suspects reject charges	Canadians released in Egypt, not yet heading home	1.0
6309	0714d660d568a2e02e31b5681	Men are fighting after a basketball game.	The men are playing a game of basketball.	2.2
6245	a607a3f22b592ada45df88ce2	A golden colored dog jumps around in the grass while holding a stick in its mouth.	A black dog is running through the grass carrying something red in its mouth.	2.4
4430	c1d63b8a7078b64a91fe19da4	Can the U.S. trust Syria to hand over chemical weapons?	US says Syria may have used sarin gas in chemical weapons	1.0
1540	793c84591eeca24003382d1b2	"A man wearing a t-shirt that says ""Gigolo"" stands at the counter talking to someone."	"A man wearing a shirt that says ""Gigolo"" is standing at a front desk area with his back to the camera."	3.4
4249	5431f10066bd337c50bb5de22	Profiles of Egypt's main presidential candidates	Second day of Egyptian presidential election	1.2
8086	488fbe969a028b47df9e17cf6	You don't need any visa.	You don't have to worry.	0.0
2002	5f81f6b1bc60ec469af3eddca	The problem is simpler than that.	The problem is simple.	3.8
8488	9a98004fdd1767d20d0cbe2af	Hawaii passes gay marriage bill	US Senate passes gay workers bill	1.0
8573	d1aada715d2d9fdfc21645270	On War Criminals and Heroes: The Whitewashing of Ariel Sharon ŔÄ	On war criminals and heroes: The whitewashing of Ariel Sharon	5.0
3740	8766f0895902990da3b4fbeb3	the amnesty international report suggested that-- belgium begin immediate talks with india to prevent future sales of the alh, components or military technology to myanmar. 	the report urged belgium to begin immediate talks with india in order to prevent future weapons sale to myanmar.	3.0
1480	eb5d27cc90311cc0e666b5e45	A black and white photo of an empty train station.	A black and white photo of a cat sitting on a sofa.	1.6
1118	1c1028dda161b8973939de76a	A large jet on the ground at the airport.	A passenger jet flies through the air.	1.8
781	22bd9848d7aeafbabfd1a0113	A woman dances on a stage.	A woman is dancing.	3.2
1324	68f1303212003da57f0ccfbf2	A man and two women smiling at the camera while sitting on a blue sofa.	A man and women smiling at the camera while standing in a kitchen.	2.2
1535	1805c0a0c86c22c32089c32e3	The white dog runs across the snow.	A white bear walks along snow-covered ground and casts a shadow on the snow.	1.4
5473	dc8527669fa1b087dfcf2412c	Doha gas blast kills 12, injures dozens	Syria missile kills 26, including 8 kids	0.6
3234	4894be01f92d84ee2ac1207f2	Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.	Police used pepper spray and rubber bullets to disperse a downtown march and rally last night by activists protesting an annual police intelligence-training seminar.	3.6
3748	73ccb1f64647ba15257bc2d3a	6 czech hospital employees are charged with human organ trafficking. 	the accused will be charged with international drug trafficking.	0.8
7210	4377068dce49298146b83b008	Obama to meet with China‚Äôs Xi in California June 7-8	Obama to meet Ukrainian prime minister at White House	2.2
1002	57ca2da98e4c136a280d19502	A large boat in the water at the marina.	A large boat on the sea.	3.2
7119	3b6787e1052456c469a868a5f	Afghan legislators approve new election law	Afghan president approves new election law	3.8
2817	7dac9a2e6b53bab96d7639f53	No Americans were reported among the casualties, according to Capt. Michael Calvert, a spokesman for the regiment.	None of the casualties was Americans, said Capt. Michael Calvert, regiment spokesman.	5.0
2501	368889e4b4557177ed47d1820	A passer-by found Ben hiding along a dirt road in Spanish Fork Canyon about 7 p.m., with his hands still taped together but his feet free.	A passer-by found the boy hiding along a dirt road in Spanish Fork Canyon about 7 p.m. Thursday, with his feet free but his hands still taped.	4.0
2852	869b9a8c57a8d9524b8ff5ba3	U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America.	U.S. stocks rose slightly on feather-light volume on Friday, as Wall Street regrouped after the biggest-ever power outage in North America.	3.6
1779	7c4075f9600336f0133db6cf6	Child sliding in the snow.	Man sleeping on the street.	0.0
8456	483ef8411dc1b20adc3629712	Vehicles ablaze in collapsed Japan tunnel	Vehicles 'left burning' as smoke emits from Japan tunnel	4.2
8291	4fd06c2bea8f9c8b8e44b5ed2	Southwest said its traffic was up 4.6 percent in the quarter, and it ended the quarter with $2.2 billion in cash.	Southwest said its traffic was up 4.6 percent in the quarter on a capacity increase of 4.2 percent.	3.176
5301	78ae046cd2626fed7d504c36a	Google Unveils Prototype Self-Driving Car	Google Unveils Concept Self-Driving Car	5.0
7543	361478e474e4e1527ec0c8b87	The train heads down the tracks and along the hedge.	a dog on the floor of a patio looks at a cat on the fence.	0.0
2431	404b9ede77eaad2eae8ce431c	Originally Posted by zaf I suppose the water in the middle makes a difference.	Originally Posted by zaf in the long term, yes.	1.0
6153	0c22bfcb2be63cc660b65aa71	A brown and white dog is catching a tennis ball while standing on its hind legs.	the brown and white dog is carrying a stick in his mouth.	1.8
7139	7b37df2a1faa05cb9cb2a19cc	Biden calls for trust in US-China relations	Biden calls for trust in building ‘new relationship’ with China	4.6
5173	4fef2c4cbcff582d198314351	Colorado wildfire destroys more than 90 homes as winds worsen	Colorado wildfire may be biggest property destroyer in state history	3.6
8415	095f7408b3ca40e9caa928ab5	Germany dodges recession with growth in first quarter	Eurozone avoids recession in Q1, thanks to Germany	2.0
7721	1ec6e66f56ea30e6595c1a48e	Two dogs playing in snow.	Two dogs playing in grass.	2.4
5033	eaebe25fdfdbb05b47632e63c	News is my Business	A New iPad Is Coming	0.2
195	fe649f857ead8f3578bbb3087	Two dogs swim in a pool.	Dogs are swimming in a pool.	4.2
8400	2b29cfae63cad7a8dbcbe86bd	Samsung overtakes Nokia in phones	Charges over dog attack on police	0.0
